conceptId,conceptName,vocabularyId,domainId,standardConcept,conceptInSet,rc,dc,drc,dbc
4046228,Carotidynia,SNOMED,Condition,S,Not included - descendant,3414,3,3414,3
199959,Injury of inferior mesenteric artery,SNOMED,Condition,S,Not included - descendant,3300,12,3300,12
4199183,Iliac artery occlusion,SNOMED,Condition,S,Not included - descendant,2064,2,3273,2
4108369,Common iliac aneurysm,SNOMED,Condition,S,Not included - descendant,2611,2,3256,3
36715650,Anterior cord syndrome of cervical spinal cord at C5 level,SNOMED,Condition,S,Not included - descendant,3247,9,3247,9
4111715,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",SNOMED,Condition,S,Not included - descendant,3191,7,3191,7
442263,Basilar artery stenosis,SNOMED,Condition,S,Not included - descendant,3167,6,3167,6
40486482,Laceration of anterior tibial artery,SNOMED,Condition,S,Not included - descendant,3122,10,3122,10
36716999,Cerebellar stroke,SNOMED,Condition,S,Not included - descendant,1440,2,3000,3
315467,Syphilitic aortitis,SNOMED,Condition,S,Not included - descendant,2958,12,2958,12
4109465,Sinus of Valsalva abnormality,SNOMED,Condition,S,Not included - descendant,200,2,2926,2
137695,Closed fracture of T1-T6 level with anterior cord syndrome,SNOMED,Condition,S,Not included - descendant,2925,12,2925,12
4002625,Portal vein-hepatic artery fistula,SNOMED,Condition,S,Not included - descendant,2861,15,2861,15
4055464,"Anterior thoracic cord injury, without bony injury, T7-12",SNOMED,Condition,S,Not included - descendant,2860,11,2860,11
43021846,Peripheral arterial insufficiency,SNOMED,Condition,S,Not included - descendant,2779,3,2779,3
4124837,Upper limb ischemia,SNOMED,Condition,S,Not included - descendant,612,3,2778,4
36715647,Anterior cord syndrome of cervical spinal cord at C1 level,SNOMED,Condition,S,Not included - descendant,2686,9,2686,9
4055460,"Anterior thoracic cord injury, without bony injury, T1-6",SNOMED,Condition,S,Not included - descendant,2606,12,2606,12
36715649,Anterior cord syndrome of cervical spinal cord at C4 level,SNOMED,Condition,S,Not included - descendant,2587,9,2587,9
4193056,Femoral artery occlusion,SNOMED,Condition,S,Not included - descendant,946,2,2570,3
40489967,Congenital abnormality of ascending aorta,SNOMED,Condition,S,Not included - descendant,100,1,2563,2
44784634,Symptomatic carotid artery stenosis,SNOMED,Condition,S,Not included - descendant,2556,2,2556,2
46273237,Aneurysm of aortic arch,SNOMED,Condition,S,Not included - descendant,2459,2,2459,2
36715675,Minor laceration of carotid artery,SNOMED,Condition,S,Not included - descendant,2401,11,2401,11
36715651,Anterior cord syndrome of cervical spinal cord at C6 level,SNOMED,Condition,S,Not included - descendant,2358,10,2358,10
196851,Injury of primary branch of superior mesenteric artery,SNOMED,Condition,S,Not included - descendant,2039,12,2239,12
40492455,Dilatation of aortic sinus of Valsalva,SNOMED,Condition,S,Not included - descendant,215,2,2226,2
43531607,Cerebral infarction due to stenosis of carotid artery,SNOMED,Condition,S,Not included - descendant,2198,2,2198,2
195118,Injury of hypogastric artery,SNOMED,Condition,S,Not included - descendant,2192,12,2192,12
4306357,Rheumatoid aortitis,SNOMED,Condition,S,Not included - descendant,2179,2,2179,2
44811347,Thrombosis of internal jugular vein,SNOMED,Condition,S,Not included - descendant,2148,5,2148,5
36715676,Minor laceration of vertebral artery,SNOMED,Condition,S,Not included - descendant,2141,10,2141,10
37116494,Laceration of axillary artery,SNOMED,Condition,S,Not included - descendant,2137,10,2137,10
36717342,Anterior cord syndrome of cervical spinal cord at C3 level,SNOMED,Condition,S,Not included - descendant,2056,9,2056,9
4139577,Ischemic hand,SNOMED,Condition,S,Not included - descendant,332,2,1966,3
4146311,Leriche's syndrome,SNOMED,Condition,S,Not included - descendant,1901,4,1901,4
36716590,Major laceration of carotid artery,SNOMED,Condition,S,Not included - descendant,1877,9,1877,9
4184953,Congenital hypoplasia of aorta,SNOMED,Condition,S,Not included - descendant,890,4,1861,5
4119141,Atherosclerotic renal artery stenosis,SNOMED,Condition,S,Not included - descendant,1826,3,1826,3
443864,Multi-infarct dementia with depression,SNOMED,Condition,S,Not included - descendant,1790,3,1790,3
36717575,Major laceration of vertebral artery,SNOMED,Condition,S,Not included - descendant,1779,10,1779,10
4208808,Femoral false aneurysm,SNOMED,Condition,S,Not included - descendant,1446,3,1734,3
4199887,Ischemic foot,SNOMED,Condition,S,Not included - descendant,530,3,1677,3
36715652,Anterior cord syndrome of cervical spinal cord at C7 level,SNOMED,Condition,S,Not included - descendant,1635,10,1635,10
4139579,Ischemic finger,SNOMED,Condition,S,Not included - descendant,1634,3,1634,3
4006293,Aneurysm of celiac artery,SNOMED,Condition,S,Not included - descendant,1607,2,1607,2
4353836,Aortic root congenital abnormality,SNOMED,Condition,S,Not included - descendant,200,2,1561,2
37117790,Insufficiency of mesenteric artery,SNOMED,Condition,S,Not included - descendant,1552,2,1552,2
4301259,Posterior inferior cerebellar artery syndrome,SNOMED,Condition,S,Not included - descendant,1460,2,1460,2
75096,Open fracture of T7-T12 level with anterior cord syndrome,SNOMED,Condition,S,Not included - descendant,1416,12,1416,12
762149,Bilateral carotid artery stenosis,SNOMED,Condition,S,Not included - descendant,1393,1,1393,1
4199413,Dissection of proximal aorta,SNOMED,Condition,S,Not included - descendant,364,3,1391,3
4139578,Ischemic toe,SNOMED,Condition,S,Not included - descendant,1336,3,1336,3
4124840,Stenosis of abdominal aorta,SNOMED,Condition,S,Not included - descendant,1315,3,1315,3
443790,Multi-infarct dementia with delusions,SNOMED,Condition,S,Not included - descendant,1281,3,1281,3
36715648,Anterior cord syndrome of cervical spinal cord at C2 level,SNOMED,Condition,S,Not included - descendant,1278,9,1278,9
437725,Injury of branch of celiac axis,SNOMED,Condition,S,Not included - descendant,1263,12,1263,12
438271,Open fracture of C5-C7 level with anterior cord syndrome,SNOMED,Condition,S,Not included - descendant,1262,12,1262,12
198599,Injury of ovarian artery,SNOMED,Condition,S,Not included - descendant,1242,12,1242,12
141143,Open fracture of T1-T6 level with anterior cord syndrome,SNOMED,Condition,S,Not included - descendant,1222,12,1222,12
4124851,Steal syndrome of upper limb,SNOMED,Condition,S,Not included - descendant,344,2,1209,3
4348039,Thrombosis of mesenteric artery,SNOMED,Condition,S,Not included - descendant,649,2,1185,2
4124853,Vibration syndrome,SNOMED,Condition,S,Not included - descendant,300,3,1168,9
40484912,Atherosclerosis of nonautologous bypass graft of limb,SNOMED,Condition,S,Not included - descendant,1146,2,1146,2
440540,Open fracture of C1-C4 level with anterior cord syndrome,SNOMED,Condition,S,Not included - descendant,1136,11,1136,11
4195972,Superficial femoral artery occlusion,SNOMED,Condition,S,Not included - descendant,1130,3,1130,3
4070931,Aplasia of aorta,SNOMED,Condition,S,Not included - descendant,1104,9,1104,9
4244196,Congenital malposition of subclavian artery,SNOMED,Condition,S,Not included - descendant,794,2,1094,2
36715712,Anterior cord syndrome of thoracic spinal cord at T1 level,SNOMED,Condition,S,Not included - descendant,1070,9,1070,9
4280209,Vascular ring of aorta,SNOMED,Condition,S,Not included - descendant,430,2,1030,2
40482465,Congenital dilation of ascending aorta,SNOMED,Condition,S,Not included - descendant,100,1,1013,2
37109249,Dissection of aortic arch,SNOMED,Condition,S,Not included - descendant,806,2,1006,2
4048790,Syphilitic cerebral arteritis,SNOMED,Condition,S,Not included - descendant,1003,7,1003,7
4121632,Dissection of distal aorta,SNOMED,Condition,S,Not included - descendant,997,4,997,4
4193057,Popliteal artery occlusion,SNOMED,Condition,S,Not included - descendant,994,3,994,3
4189462,Occlusive stroke,SNOMED,Condition,S,Not included - descendant,958,2,958,2
4048789,Cerebral arteritis in systemic vasculitis,SNOMED,Condition,S,Not included - descendant,100,1,938,3
36717256,Occlusion of aortoiliac artery,SNOMED,Condition,S,Not included - descendant,909,1,909,1
4028375,Aortic fistula,SNOMED,Condition,S,Not included - descendant,200,2,900,2
4245636,Congenital hypoplasia of aortic arch,SNOMED,Condition,S,Not included - descendant,871,2,871,2
4121643,Vibration white finger,SNOMED,Condition,S,Not included - descendant,868,8,868,8
4124850,Steal syndrome of hand,SNOMED,Condition,S,Not included - descendant,865,3,865,3
4110202,Internal iliac aneurysm,SNOMED,Condition,S,Not included - descendant,556,2,856,2
4101478,Microaneurysm of retinal artery due to diabetes mellitus,SNOMED,Condition,S,Not included - descendant,851,2,851,2
4318863,Systemic lupus erythematosus encephalitis,SNOMED,Condition,S,Not included - descendant,838,3,838,3
4117933,Femoral popliteal occlusion,SNOMED,Condition,S,Not included - descendant,200,2,824,3
4058643,Ruptured sinus of Valsalva,SNOMED,Condition,S,Not included - descendant,200,2,800,2
4108747,Thoracic aortic coarctation,SNOMED,Condition,S,Not included - descendant,200,2,800,2
42535335,Stenosis of left subclavian artery,SNOMED,Condition,S,Not included - descendant,795,1,795,1
4175205,Berry aneurysm,SNOMED,Condition,S,Not included - descendant,480,4,780,4
4324704,Congenital supravalvular aortic stenosis,SNOMED,Condition,S,Not included - descendant,750,2,750,2
4116977,Ischemia of feet,SNOMED,Condition,S,Not included - descendant,747,2,747,2
4096157,Thrombosis of retinal artery,SNOMED,Condition,S,Not included - descendant,633,4,733,4
4276505,Aneurysm of superior mesenteric artery,SNOMED,Condition,S,Not included - descendant,515,2,715,2
36717278,Aneurysm of right carotid artery,SNOMED,Condition,S,Not included - descendant,359,1,713,1
4113290,Congenital aneurysm of ascending aorta,SNOMED,Condition,S,Not included - descendant,302,2,713,2
36712987,Stenosis of right subclavian artery,SNOMED,Condition,S,Not included - descendant,707,1,707,1
36715653,Anterior cord syndrome of cervical spinal cord at C8 level,SNOMED,Condition,S,Not included - descendant,700,7,700,7
4316367,Thrombosis of renal artery,SNOMED,Condition,S,Not included - descendant,582,2,682,2
4249605,Spasm of cerebral arteries,SNOMED,Condition,S,Not included - descendant,669,2,669,2
4119616,Type I dissection of thoracic aorta,SNOMED,Condition,S,Not included - descendant,666,2,666,2
762755,Arteriosclerosis of carotid artery,SNOMED,Condition,S,Not included - descendant,657,1,657,1
4201411,Carotid cavernous fistula,SNOMED,Condition,S,Not included - descendant,354,2,654,2
36712954,Aneurysm of left carotid artery,SNOMED,Condition,S,Not included - descendant,286,1,642,1
4030663,Renal artery occlusion,SNOMED,Condition,S,Not included - descendant,633,2,633,2
4137550,Occlusion of femoropopliteal bypass graft,SNOMED,Condition,S,Not included - descendant,624,2,624,2
36716985,Congenital dilatation of aortic root,SNOMED,Condition,S,Not included - descendant,200,2,611,2
4179907,Brachial artery thrombosis,SNOMED,Condition,S,Not included - descendant,407,3,607,3
37016883,Chronic dissection of thoracic aorta,SNOMED,Condition,S,Not included - descendant,503,2,603,2
43531581,Arterial thoracic outlet syndrome,SNOMED,Condition,S,Not included - descendant,200,2,603,2
4143889,Rupture iliac artery,SNOMED,Condition,S,Not included - descendant,200,2,600,3
4243901,Congenital anomaly of carotid artery,SNOMED,Condition,S,Not included - descendant,200,2,600,2
4108746,Vascular ring with right aortic arch,SNOMED,Condition,S,Not included - descendant,100,1,600,2
4175570,Subclavian artery thrombosis,SNOMED,Condition,S,Not included - descendant,579,2,579,2
44782551,Embolism of middle cerebral artery,SNOMED,Condition,S,Not included - descendant,364,2,564,2
43020662,Interruption of aortic arch between subclavian artery and common carotid artery,SNOMED,Condition,S,Not included - descendant,100,1,562,2
4318983,Arteriosclerotic retinopathy,SNOMED,Condition,S,Not included - descendant,554,2,554,2
4139534,Bilateral renal artery stenosis,SNOMED,Condition,S,Not included - descendant,552,2,552,2
4093607,Aneurysm of hepatic artery,SNOMED,Condition,S,Not included - descendant,548,2,548,2
4025854,Superior mesenteric artery thrombosis,SNOMED,Condition,S,Not included - descendant,536,2,536,2
4152172,Congenital abnormality of thoracic aorta and pulmonary arteries,SNOMED,Condition,S,Not included - descendant,100,1,533,2
37398919,Familial abdominal aortic aneurysm,SNOMED,Condition,S,Not included - descendant,515,2,515,2
4121627,Brachial artery embolus,SNOMED,Condition,S,Not included - descendant,303,2,503,2
37109918,Coarctation of aortic arch,SNOMED,Condition,S,Not included - descendant,100,1,500,2
46270319,Abscess of aorta,SNOMED,Condition,S,Not included - descendant,100,1,500,2
444091,Multi-infarct dementia with delirium,SNOMED,Condition,S,Not included - descendant,498,2,498,2
4268756,Benign arteriolar nephrosclerosis,SNOMED,Condition,S,Not included - descendant,476,2,476,2
4101619,Tetralogy of Fallot with pulmonary atresia,SNOMED,Condition,S,Not included - descendant,375,2,475,2
4101620,Ventricular septal defect in Fallot's tetralogy,SNOMED,Condition,S,Not included - descendant,468,3,468,3
46273240,Pseudoaneurysm of artery of upper extremity,SNOMED,Condition,S,Not included - descendant,265,2,465,2
4113296,Interrupted aortic arch between left subclavian and left common carotid artery,SNOMED,Condition,S,Not included - descendant,462,2,462,2
4234089,Subcortical leukoencephalopathy,SNOMED,Condition,S,Not included - descendant,439,3,439,3
36713329,Occlusion of left branch retinal artery,SNOMED,Condition,S,Not included - descendant,436,2,436,2
36713330,Occlusion of right branch retinal artery,SNOMED,Condition,S,Not included - descendant,434,2,434,2
4140616,Thrombosis of ulnar artery,SNOMED,Condition,S,Not included - descendant,330,2,430,2
4174013,Axillary artery embolus,SNOMED,Condition,S,Not included - descendant,200,2,428,2
43020491,Aneurysm of intracranial portion of internal carotid artery,SNOMED,Condition,S,Not included - descendant,227,2,427,2
4127997,Acquired renal artery stenosis,SNOMED,Condition,S,Not included - descendant,417,2,417,2
37016887,Dissection of mesenteric artery,SNOMED,Condition,S,Not included - descendant,413,2,413,2
4183844,Congenital aneurysm of sinus of Valsalva,SNOMED,Condition,S,Not included - descendant,411,2,411,2
36712955,Atherosclerosis of bilateral renal arteries,SNOMED,Condition,S,Not included - descendant,408,1,408,1
4141975,Occlusion of superior mesenteric artery,SNOMED,Condition,S,Not included - descendant,407,2,407,2
443745,Injury of subclavian artery,SNOMED,Condition,S,Not included - descendant,406,4,406,4
4184983,Arterial thoracic outlet syndrome due to cervical rib,SNOMED,Condition,S,Not included - descendant,403,2,403,2
4174016,Celiac artery thrombosis,SNOMED,Condition,S,Not included - descendant,200,2,400,3
4239793,Aortointestinal fistula,SNOMED,Condition,S,Not included - descendant,200,2,400,2
4182186,Embolus of circle of Willis,SNOMED,Condition,S,Not included - descendant,200,2,400,2
4108748,Abdominal aortic coarctation,SNOMED,Condition,S,Not included - descendant,200,2,400,2
4329498,Occlusion of artery of upper extremity,SNOMED,Condition,S,Not included - descendant,200,2,400,2
37110246,Congenital anomaly of descending thoracic aorta,SNOMED,Condition,S,Not included - descendant,100,1,400,2
4318842,Renal vasculitis,SNOMED,Condition,S,Not included - descendant,390,2,390,2
4108367,Brachial artery aneurysm,SNOMED,Condition,S,Not included - descendant,372,2,372,2
4317292,Cerebellar artery thrombosis,SNOMED,Condition,S,Not included - descendant,370,2,370,2
4235591,Capillary fragility abnormality,SNOMED,Condition,S,Not included - descendant,366,2,366,2
4124844,Type II dissection of thoracic aorta,SNOMED,Condition,S,Not included - descendant,361,2,361,2
36713332,Cholesterol retinal embolus of right eye,SNOMED,Condition,S,Not included - descendant,360,2,360,2
36712953,Aneurysm of left internal carotid artery,SNOMED,Condition,S,Not included - descendant,256,1,356,1
36712952,Aneurysm of right internal carotid artery,SNOMED,Condition,S,Not included - descendant,254,1,354,1
4142261,Aneurysm of suprarenal aorta,SNOMED,Condition,S,Not included - descendant,349,2,349,2
4120102,Popliteal entrapment syndrome,SNOMED,Condition,S,Not included - descendant,348,3,348,3
4216685,Malignant arteriolar nephrosclerosis,SNOMED,Condition,S,Not included - descendant,334,2,334,2
4226129,Hepatic artery stenosis,SNOMED,Condition,S,Not included - descendant,330,3,330,3
4143389,Enlarging abdominal aortic aneurysm,SNOMED,Condition,S,Not included - descendant,325,2,325,2
4253510,Erythrocyanosis,SNOMED,Condition,S,Not included - descendant,319,3,319,3
36712805,Pain at rest of left lower limb co-occurrent and due to atherosclerosis,SNOMED,Condition,S,Not included - descendant,313,1,313,1
36713331,Cholesterol retinal embolus of left eye,SNOMED,Condition,S,Not included - descendant,309,2,309,2
40480686,Hypothenar hammer syndrome,SNOMED,Condition,S,Not included - descendant,302,2,302,2
4108375,Embolism and thrombosis of the radial artery,SNOMED,Condition,S,Not included - descendant,300,3,300,3
4243358,Congenital aneurysm of anterior communicating artery,SNOMED,Condition,S,Not included - descendant,300,3,300,3
4208072,Common femoral artery stenosis,SNOMED,Condition,S,Not included - descendant,300,3,300,3
42536875,Injury of plantar artery of foot,SNOMED,Condition,S,Not included - descendant,300,3,300,3
4143989,Ruptured aneurysm of common iliac artery,SNOMED,Condition,S,Not included - descendant,300,3,300,3
44782775,Peripheral vascular disease associated with another disorder,SNOMED,Condition,S,Not included - descendant,300,3,300,3
4033404,Anomalous origin of right subclavian artery,SNOMED,Condition,S,Not included - descendant,300,3,300,3
4183995,Congenital anomaly of cerebral artery,SNOMED,Condition,S,Not included - descendant,200,2,300,2
42873065,Vascular ring with right aortic arch and left arterial ligament,SNOMED,Condition,S,Not included - descendant,200,2,300,2
4316065,Retroesophageal subclavian artery,SNOMED,Condition,S,Not included - descendant,200,2,300,2
4227091,Abscess of aortic root,SNOMED,Condition,S,Not included - descendant,200,2,300,2
4155082,Disorder of intra-aortic pulsation balloon,SNOMED,Condition,S,Not included - descendant,200,2,300,2
4120101,Aortic bifurcation thrombosis,SNOMED,Condition,S,Not included - descendant,200,2,300,2
45767657,Thrombosis of middle cerebral artery,SNOMED,Condition,S,Not included - descendant,200,2,300,2
4094649,Aortic left ventricular tunnel,SNOMED,Condition,S,Not included - descendant,200,2,300,2
4289307,Mechanical purpura,SNOMED,Condition,S,Not included - descendant,200,2,300,2
4173167,Mesenteric embolus,SNOMED,Condition,S,Not included - descendant,200,2,300,2
40486602,Obstruction of aortic arch,SNOMED,Condition,S,Not included - descendant,100,1,300,2
4179906,Celiac artery embolus,SNOMED,Condition,S,Not included - descendant,100,1,300,2
43531619,Acquired caroticocavernous sinus fistula,SNOMED,Condition,S,Not included - descendant,100,1,300,1
40486634,Obstruction of ascending aorta,SNOMED,Condition,S,Not included - descendant,100,1,300,1
4110200,Radial artery aneurysm,SNOMED,Condition,S,Not included - descendant,295,2,295,2
42537642,Aneurysm of basilar artery,SNOMED,Condition,S,Not included - descendant,191,1,291,2
4257822,Post-catheterization femoral pseudoaneurysm,SNOMED,Condition,S,Not included - descendant,288,2,288,2
4101618,Tetralogy of Fallot with pulmonary stenosis,SNOMED,Condition,S,Not included - descendant,285,2,285,2
4137553,Thrombosis of femoropopliteal bypass graft,SNOMED,Condition,S,Not included - descendant,284,2,284,2
4090244,Retinal macroaneurysm,SNOMED,Condition,S,Not included - descendant,276,2,276,2
4299117,Vasomotor acroparesthesia,SNOMED,Condition,S,Not included - descendant,268,2,268,2
4174015,Popliteal artery embolus,SNOMED,Condition,S,Not included - descendant,251,2,251,2
4251932,Kommerell's diverticulum,SNOMED,Condition,S,Not included - descendant,249,2,249,2
4231826,Upper limb artery stenosis,SNOMED,Condition,S,Not included - descendant,247,2,247,2
42536636,Acute occlusion of artery of lower limb,SNOMED,Condition,S,Not included - descendant,100,1,239,1
4055855,Scalenus anticus syndrome,SNOMED,Condition,S,Not included - descendant,234,2,234,2
4108751,Major aortopulmonary collateral artery,SNOMED,Condition,S,Not included - descendant,233,2,233,2
4108381,Embolism and thrombosis of the axillary artery,SNOMED,Condition,S,Not included - descendant,228,2,228,2
4136543,Transection of aorta,SNOMED,Condition,S,Not included - descendant,226,2,226,2
4323058,Aneurysm of superficial temporal artery,SNOMED,Condition,S,Not included - descendant,218,2,218,2
4137209,Thrombosis of internal carotid artery,SNOMED,Condition,S,Not included - descendant,215,2,215,2
36712956,Aneurysm of right common iliac artery,SNOMED,Condition,S,Not included - descendant,212,1,212,1
4195973,Common femoral artery occlusion,SNOMED,Condition,S,Not included - descendant,211,2,211,2
42535457,Occlusion of left vertebral artery,SNOMED,Condition,S,Not included - descendant,106,1,206,1
4163292,Tetralogy of Fallot with absent pulmonary valve,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4246316,Aneurysm of external carotid artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
40489419,Aneurysm of aortic sinus of Valsalva without rupture,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4111727,External iliac aneurysm,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4112161,Embolism and thrombosis of the brachial artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4108743,Right descending aorta,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4212101,Aneurysm of pancreaticoduodenal artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
40491480,Aneurysm of aortic sinus of Valsalva with rupture to right atrium,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4347063,Idiopathic aortitis,SNOMED,Condition,S,Not included - descendant,200,2,200,2
40482911,Aortic sinus of Valsalva aneurysm from left coronary sinus,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4121633,Dissection of femoral artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4113291,Cervical aortic arch,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4110201,Ulnar artery aneurysm,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4111707,Ruptured berry aneurysm,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4068829,Persistent aortic arch convolutions,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4137555,Thrombosis of aortic bifurcation bypass graft,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4067211,Aorto-esophageal fistula,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4079431,Ruptured aneurysm of middle cerebral artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4237180,Pontine artery occlusion,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4194886,External iliac artery occlusion,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4187938,Multiple renal arteries,SNOMED,Condition,S,Not included - descendant,200,2,200,2
193907,Superior mesenteric artery trunk injury,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4112154,Leaking abdominal aortic aneurysm,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4336004,Branch macular artery occlusion,SNOMED,Condition,S,Not included - descendant,200,2,200,2
37110252,Dissection of ascending aorta and aortic arch,SNOMED,Condition,S,Not included - descendant,200,2,200,2
36715882,Vasculitis of mesenteric artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4078315,Top of basilar syndrome,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4121625,Common iliac artery stenosis,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4124838,Critical upper limb ischemia,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4327503,Stricture of aorta,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4193055,Inflammatory abdominal aortic aneurysm,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4079430,Ruptured aneurysm of anterior cerebral artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
40488004,Aberrant origin of left subclavian artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4031930,Aneurysm of common carotid artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
37017075,Nontraumatic ruptured cerebral aneurysm,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4237181,Pontine artery thrombosis,SNOMED,Condition,S,Not included - descendant,200,2,200,2
43022064,Atherosclerosis of aortoiliac bypass graft,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4142292,Thrombosis of renal artery bypass graft,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4235766,Duodenoaortic fistula,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4244959,Congenital dilatation of aortic arch,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4111848,Embolism and thrombosis of the posterior tibial artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
36716757,Perinatal arterial ischemic stroke,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4128904,Traumatic rupture of aorta,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4054892,Celiac or mesenteric artery injury,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4218956,Postductal coarctation of aorta,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4208071,Critical ischemia of foot,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4146012,Trash foot,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4348319,Acute mesenteric arterial occlusion,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4082162,Ruptured aneurysm of posterior inferior cerebellar artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4198453,False aneurysm of hepatic artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4144981,Aneurysm of gastroduodenal artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4246955,Congenital stenosis of carotid artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4119614,Femoral artery embolus,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4223098,Hepatic artery thrombosis,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4168060,Gardner-Diamond syndrome,SNOMED,Condition,S,Not included - descendant,200,2,200,2
36717625,Penetrating ulcer of aorta,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4009654,Arterial thrombosis of spinal cord,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4108377,Embolism and thrombosis of the dorsalis pedis artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
37395562,Multi-infarct dementia due to atherosclerosis,SNOMED,Condition,S,Not included - descendant,200,2,200,2
437147,Injury of internal mammary artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4201941,Recurrent abdominal aortic aneurysm,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4111852,Embolism and thrombosis of the celiac artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
40489292,Thromboembolus of precerebral artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4128218,Acquired renal artery aneurysm,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4030379,Preductal coarctation of aorta,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4175569,Common femoral artery thrombosis,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4142291,Occlusion of aortic bifurcation bypass graft,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4263648,Dermite ocre of Favre,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4032493,Multiple AND bilateral precerebral artery thrombosis,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4079433,Ruptured aneurysm of anterior communicating artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4247959,Congenital retinal aneurysm,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4112165,Embolism and thrombosis of the splenic artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4121626,External iliac artery stenosis,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4246951,Congenital stenosis of aortic arch,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4109477,Interrupted aortic arch distal to left subclavian artery,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4142981,Aneurysm of supraceliac aorta,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4033350,Secondary cutaneous vasculitis,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4210025,Vascular compression of esophagus by aberrant right subclavian artery arising from descending aorta,SNOMED,Condition,S,Not included - descendant,200,2,200,2
42873055,Coarctation of infrarenal abdominal aorta,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4320938,Pseudocoarctation of aorta,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4262102,Medionecrosis of aorta,SNOMED,Condition,S,Not included - descendant,200,2,200,2
40482912,Aortic sinus of Valsalva aneurysm from right coronary sinus,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4109466,Sinus of Valsalva aneurysm with rupture,SNOMED,Condition,S,Not included - descendant,200,2,200,2
