conceptId,conceptName,vocabularyId,domainId,standardConcept,conceptInSet,recordCount,databaseCount,descendantRecordCount,descendantDatabaseCount
4261026,Still's disease with juvenile onset and/or adult onset,SNOMED,Condition,S,Not included - descendant,949,3,273943,19
46273178,Osteoarthritis of hip due to dysplasia,SNOMED,Condition,S,Not included - descendant,272908,15,272908,15
46273178,Osteoarthritis of hip due to dysplasia,SNOMED,Condition,S,Not included - recommended via standard,272908,15,272908,15
46273178,Osteoarthritis of hip due to dysplasia,SNOMED,Condition,S,Not included - recommended via source,272908,15,272908,15
4114600,Traumatic arthropathy of shoulder,SNOMED,Condition,S,Not included - descendant,207840,13,255863,13
4114600,Traumatic arthropathy of shoulder,SNOMED,Condition,S,Not included - recommended via standard,207840,13,255863,13
4114600,Traumatic arthropathy of shoulder,SNOMED,Condition,S,Not included - recommended via source,207840,13,255863,13
81937,Traumatic arthropathy of the hand,SNOMED,Condition,S,Not included - recommended via source,246254,14,247821,17
81937,Traumatic arthropathy of the hand,SNOMED,Condition,S,Not included - recommended via standard,246254,14,247821,17
81937,Traumatic arthropathy of the hand,SNOMED,Condition,S,Not included - descendant,246254,14,247821,17
79904,"Localized, secondary osteoarthritis of the hand",SNOMED,Condition,S,Not included - recommended via standard,238177,15,238177,15
79904,"Localized, secondary osteoarthritis of the hand",SNOMED,Condition,S,Not included - descendant,238177,15,238177,15
79904,"Localized, secondary osteoarthritis of the hand",SNOMED,Condition,S,Not included - recommended via source,238177,15,238177,15
37117135,Infective arthritis of right knee,SNOMED,Condition,S,Not included - recommended via standard,234445,10,234545,10
37117135,Infective arthritis of right knee,SNOMED,Condition,S,Not included - descendant,234445,10,234545,10
4116594,Traumatic arthropathy-wrist,SNOMED,Condition,S,Not included - descendant,226034,14,226034,14
4116594,Traumatic arthropathy-wrist,SNOMED,Condition,S,Not included - recommended via source,226034,14,226034,14
4116594,Traumatic arthropathy-wrist,SNOMED,Condition,S,Not included - recommended via standard,226034,14,226034,14
4068628,Thoracic discitis,SNOMED,Condition,S,Not included - descendant,209610,13,209610,13
4182010,Cervical spine joint inflamed,SNOMED,Condition,S,Not included - parent,100,1,207343,15
37108588,Arthritis of left knee caused by bacteria,SNOMED,Condition,S,Not included - recommended via standard,185335,10,185335,10
37108588,Arthritis of left knee caused by bacteria,SNOMED,Condition,S,Not included - descendant,185335,10,185335,10
37108588,Arthritis of left knee caused by bacteria,SNOMED,Condition,S,Not included - recommended via source,185335,10,185335,10
438673,Tuberculosis of bones and/or joints,SNOMED,Condition,S,Not included - parent,22000,19,183917,20
4179092,Acute polyarthritis,SNOMED,Condition,S,Not included - parent,267,1,181799,14
4179092,Acute polyarthritis,SNOMED,Condition,S,Not included - descendant,267,1,181799,14
42708129,8 HR acetaminophen 650 MG Extended Release Oral Tablet [Tylenol],RxNorm,Drug,S,Not included - recommended via source,171074,10,171074,10
940093,capsaicin 1 MG/ML Topical Cream,RxNorm,Drug,S,Not included - recommended via source,86543,10,171020,10
44782455,Monoarthritis of knee,SNOMED,Condition,S,Not included - descendant,166570,13,166570,13
44782455,Monoarthritis of knee,SNOMED,Condition,S,Not included - recommended via source,166570,13,166570,13
44782455,Monoarthritis of knee,SNOMED,Condition,S,Not included - recommended via standard,166570,13,166570,13
442334,Synovitis AND/OR tenosynovitis associated with another disease,SNOMED,Condition,S,Not included - descendant,165102,13,165102,13
4080443,Skeletal Lyme disease,SNOMED,Condition,S,Not included - parent,100,1,164729,15
2104099,"Radical excision of bursa, synovia of wrist, or forearm tendon sheaths (eg, tenosynovitis, fungus, Tbc, or other granulomas, rheumatoid arthritis); flexors",CPT4,Procedure,S,Not included - recommended via standard,162197,13,162197,13
4067539,Cervical discitis,SNOMED,Condition,S,Not included - descendant,155309,13,155309,13
939902,capsaicin 0.75 MG/ML Topical Cream,RxNorm,Drug,S,Not included - recommended via source,153512,12,153512,12
36713111,Osteoarthritis of right knee joint,SNOMED,Condition,S,Not included - recommended via standard,136008,3,151012,3
36713111,Osteoarthritis of right knee joint,SNOMED,Condition,S,Not included - descendant,136008,3,151012,3
435038,Crystal arthropathy of wrist,SNOMED,Condition,S,Not included - recommended via source,17138,13,145908,17
435038,Crystal arthropathy of wrist,SNOMED,Condition,S,Not included - descendant,17138,13,145908,17
435038,Crystal arthropathy of wrist,SNOMED,Condition,S,Not included - recommended via standard,17138,13,145908,17
437629,Chondrocalcinosis due to dicalcium phosphate crystals,SNOMED,Condition,S,Not included - descendant,123019,13,145393,13
435626,Tibial collateral ligament bursitis,SNOMED,Condition,S,Not included - descendant,144287,18,144287,18
4173078,Complication due to immunization,SNOMED,Condition,S,Not included - parent,126670,18,142147,19
36717036,Osteoarthritis of left knee joint,SNOMED,Condition,S,Not included - recommended via standard,126451,2,133490,2
36717036,Osteoarthritis of left knee joint,SNOMED,Condition,S,Not included - descendant,126451,2,133490,2
4115379,"Localized, primary osteoarthritis of the pelvic region and thigh",SNOMED,Condition,S,Not included - recommended via standard,130600,3,130600,3
4115379,"Localized, primary osteoarthritis of the pelvic region and thigh",SNOMED,Condition,S,Not included - descendant,130600,3,130600,3
40479241,Chondrocalcinosis of wrist joint,SNOMED,Condition,S,Not included - descendant,130261,14,130461,14
4175623,Periarthritis,SNOMED,Condition,S,Not included - descendant,390,2,129601,16
4009506,Periarthritis of wrist,SNOMED,Condition,S,Not included - recommended via standard,128770,16,128770,16
4009506,Periarthritis of wrist,SNOMED,Condition,S,Not included - descendant,128770,16,128770,16
4009506,Periarthritis of wrist,SNOMED,Condition,S,Not included - recommended via source,128770,16,128770,16
4145018,Juvenile osteochondritis of the arm and hand,SNOMED,Condition,S,Not included - descendant,128501,14,128701,14
40484577,Assessment of rheumatoid arthritis,SNOMED,Procedure,S,Not included - recommended via standard,116598,2,127457,2
4014121,Rheumatoid arthritis latex test,SNOMED,Measurement,S,Not included - recommended via standard,122735,2,122735,2
439901,Chondrocalcinosis due to pyrophosphate crystals,SNOMED,Condition,S,Not included - descendant,82153,15,121679,15
4062737,Arthritis screening,SNOMED,Procedure,S,Not included - recommended via standard,14046,2,114098,12
42628608,"Autoimmune (rheumatoid arthritis), analysis of 12 biomarkers using immunoassays, utilizing serum, prognostic algorithm reported as a disease activity score",CPT4,Observation,S,Not included - recommended via standard,113426,9,113426,9
4344166,Adult onset Still's disease,SNOMED,Condition,S,Not included - descendant,110947,18,110947,18
4120327,Infective discitis,SNOMED,Condition,S,Not included - descendant,586,3,110239,16
4223530,Spondylitis,SNOMED,Condition,S,Not included - parent,3056,4,109784,14
4067312,Infection of intervertebral disc - pyogenic,SNOMED,Condition,S,Not included - descendant,109653,16,109653,16
4343935,Giant cell arteritis with polymyalgia rheumatica,SNOMED,Condition,S,Not included - recommended via standard,107156,16,107156,16
4343935,Giant cell arteritis with polymyalgia rheumatica,SNOMED,Condition,S,Not included - descendant,107156,16,107156,16
4343935,Giant cell arteritis with polymyalgia rheumatica,SNOMED,Condition,S,Not included - recommended via source,107156,16,107156,16
4216873,Relapsing polychondritis,SNOMED,Condition,S,Not included - descendant,105283,17,105483,17
72991,Traumatic arthropathy of multiple sites,SNOMED,Condition,S,Not included - descendant,104804,14,104804,14
72991,Traumatic arthropathy of multiple sites,SNOMED,Condition,S,Not included - recommended via source,104804,14,104804,14
72991,Traumatic arthropathy of multiple sites,SNOMED,Condition,S,Not included - recommended via standard,104804,14,104804,14
4064383,Rheumatoid arthritis screening,SNOMED,Procedure,S,Not included - recommended via standard,100052,12,100052,12
4064383,Rheumatoid arthritis screening,SNOMED,Procedure,S,Not included - recommended via source,100052,12,100052,12
2108722,Patient not receiving first-time biologic disease modifying anti-rheumatic drug therapy for rheumatoid arthritis (RA),CPT4,Observation,S,Not included - recommended via standard,94177,8,94177,8
4002793,Synovitis of hip,SNOMED,Condition,S,Not included - descendant,1692,2,92683,13
4199407,Transient synovitis of hip,SNOMED,Condition,S,Not included - descendant,90991,13,90991,13
4271003,Rheumatoid vasculitis,SNOMED,Condition,S,Not included - recommended via source,87027,17,87127,17
4115163,Synovitis/tenosynovitis - multiple joints,SNOMED,Condition,S,Not included - descendant,86309,13,86309,13
4116928,Traumatic arthropathy-hip,SNOMED,Condition,S,Not included - recommended via source,79790,12,83708,16
4116928,Traumatic arthropathy-hip,SNOMED,Condition,S,Not included - descendant,79790,12,83708,16
4116928,Traumatic arthropathy-hip,SNOMED,Condition,S,Not included - recommended via standard,79790,12,83708,16
40485405,Chondrocalcinosis of joint of hand,SNOMED,Condition,S,Not included - descendant,72203,14,82264,14
4116926,Traumatic arthropathy-elbow,SNOMED,Condition,S,Not included - recommended via standard,81534,14,81534,14
4116926,Traumatic arthropathy-elbow,SNOMED,Condition,S,Not included - descendant,81534,14,81534,14
4116926,Traumatic arthropathy-elbow,SNOMED,Condition,S,Not included - recommended via source,81534,14,81534,14
74444,Crystal arthropathy of knee,SNOMED,Condition,S,Not included - descendant,81031,13,81276,13
74444,Crystal arthropathy of knee,SNOMED,Condition,S,Not included - recommended via standard,81031,13,81276,13
74444,Crystal arthropathy of knee,SNOMED,Condition,S,Not included - recommended via source,81031,13,81276,13
44789342,Rheumatoid arthritis test,SNOMED,Measurement,S,Not included - recommended via standard,78188,2,78188,2
4250767,Chronic tophaceous gout,SNOMED,Condition,S,Not included - descendant,17785,11,77582,12
4160051,Osteoarthritis of glenohumeral joint,SNOMED,Condition,S,Not included - recommended via standard,33534,3,77334,13
4160051,Osteoarthritis of glenohumeral joint,SNOMED,Condition,S,Not included - descendant,33534,3,77334,13
78506,Kashin-Beck disease of multiple sites,SNOMED,Condition,S,Not included - descendant,77313,13,77313,13
73301,Synovitis/tenosynovitis - wrist,SNOMED,Condition,S,Not included - descendant,70978,13,70978,13
46270472,Primary chronic gout without tophus of knee,SNOMED,Condition,S,Not included - descendant,67718,12,67718,12
4003476,Kienbock's disease of adults,SNOMED,Condition,S,Not included - descendant,66361,18,66361,18
46270453,Gout of ankle and/or foot caused by drug,SNOMED,Condition,S,Not included - descendant,59107,13,62633,13
2104100,"Radical excision of bursa, synovia of wrist, or forearm tendon sheaths (eg, tenosynovitis, fungus, Tbc, or other granulomas, rheumatoid arthritis); extensors, with or without transposition of dorsal retinaculum",CPT4,Procedure,S,Not included - recommended via standard,61602,13,61602,13
2107558,"Rheumatoid arthritis (RA) disease activity, low (RA)",CPT4,Observation,S,Not included - recommended via standard,60940,8,60940,8
4067532,Neuropathic spondylopathy,SNOMED,Condition,S,Not included - descendant,59830,4,59830,4
40489492,Inflammation of joint of foot,SNOMED,Condition,S,Not included - descendant,9238,3,58449,4
4175848,Monoarthritis of hip joint,SNOMED,Condition,S,Not included - descendant,58310,13,58310,13
4175848,Monoarthritis of hip joint,SNOMED,Condition,S,Not included - recommended via source,58310,13,58310,13
4175848,Monoarthritis of hip joint,SNOMED,Condition,S,Not included - recommended via standard,58310,13,58310,13
4202790,Osteoarthritis of foot joint,SNOMED,Condition,S,Not included - recommended via standard,31639,4,55676,4
4202790,Osteoarthritis of foot joint,SNOMED,Condition,S,Not included - descendant,31639,4,55676,4
81945,Palindromic rheumatism of multiple sites,SNOMED,Condition,S,Not included - descendant,53131,14,53131,14
4122179,Synovitis/tenosynovitis - knee,SNOMED,Condition,S,Not included - descendant,51661,12,51661,12
44782456,Monoarthritis of joint of shoulder region,SNOMED,Condition,S,Not included - recommended via standard,49736,11,49736,11
44782456,Monoarthritis of joint of shoulder region,SNOMED,Condition,S,Not included - recommended via source,49736,11,49736,11
44782456,Monoarthritis of joint of shoulder region,SNOMED,Condition,S,Not included - descendant,49736,11,49736,11
4217388,Rotator cuff tear arthropathy,SNOMED,Condition,S,Not included - descendant,48023,3,48023,3
4224167,Lipoid dermatoarthritis,SNOMED,Condition,S,Not included - recommended via standard,47827,14,47827,14
4224167,Lipoid dermatoarthritis,SNOMED,Condition,S,Not included - descendant,47827,14,47827,14
4224167,Lipoid dermatoarthritis,SNOMED,Condition,S,Not included - recommended via source,47827,14,47827,14
79102,Arthropathy associated with a hematological disorder,SNOMED,Condition,S,Not included - parent,28712,15,47578,15
40483814,Chondrocalcinosis of joint of pelvis,SNOMED,Condition,S,Not included - descendant,19985,14,47365,14
75900,Fibular collateral ligament bursitis,SNOMED,Condition,S,Not included - descendant,47328,13,47328,13
4323882,Arthritis of acromioclavicular joint,SNOMED,Condition,S,Not included - recommended via standard,47122,4,47322,4
4323882,Arthritis of acromioclavicular joint,SNOMED,Condition,S,Not included - descendant,47122,4,47322,4
46270429,Chronic tophaceous gout due to renal impairment,SNOMED,Condition,S,Not included - descendant,6427,12,47150,12
141209,Localized Salmonella infection,SNOMED,Condition,S,Not included - parent,15652,18,47069,18
44784341,Monoarthritis of ankle and/or foot,SNOMED,Condition,S,Not included - descendant,43657,12,43657,12
44784341,Monoarthritis of ankle and/or foot,SNOMED,Condition,S,Not included - recommended via standard,43657,12,43657,12
44784341,Monoarthritis of ankle and/or foot,SNOMED,Condition,S,Not included - recommended via source,43657,12,43657,12
40479259,Chondrocalcinosis of joint of ankle AND/OR foot,SNOMED,Condition,S,Not included - descendant,37970,13,42821,13
72709,Crystal arthropathy of multiple sites,SNOMED,Condition,S,Not included - recommended via source,41728,14,41728,14
72709,Crystal arthropathy of multiple sites,SNOMED,Condition,S,Not included - descendant,41728,14,41728,14
72709,Crystal arthropathy of multiple sites,SNOMED,Condition,S,Not included - recommended via standard,41728,14,41728,14
2212097,"Arthritis panel This panel must include the following: Uric acid, blood, chemical (84550) Sedimentation rate, erythrocyte, non-automated (85651) Fluorescent noninfectious agent, screen, each antibody (86255) Rheumatoid factor, qualitative ... (Deprecated)",CPT4,Procedure,S,Not included - recommended via standard,40039,9,40039,9
45766909,Chronic synovitis,SNOMED,Condition,S,Not included - descendant,200,2,39763,15
40479244,Chondrocalcinosis of shoulder region,SNOMED,Condition,S,Not included - descendant,34229,13,39366,13
4083696,Osteoarthritis of ankle,SNOMED,Condition,S,Not included - descendant,27994,5,38985,5
4083696,Osteoarthritis of ankle,SNOMED,Condition,S,Not included - recommended via standard,27994,5,38985,5
2107572,"Disease prognosis for rheumatoid arthritis assessed, good prognosis documented (RA)",CPT4,Observation,S,Not included - recommended via standard,38582,8,38582,8
42899909,Pulsatilla vulgaris extract,RxNorm,Drug,S,Not included - recommended via source,29311,1,38058,2
42869846,Knee injury and Osteoarthritis Outcome Score [KOOS],LOINC,Observation,S,Not included - recommended via standard,22071,1,37080,1
46270471,Primary chronic gout without tophus of hand,SNOMED,Condition,S,Not included - descendant,35314,12,35314,12
4115521,"Post-traumatic gonarthrosis, bilateral",SNOMED,Condition,S,Not included - descendant,34970,8,34970,8
76500,Crystal arthropathy of hand,SNOMED,Condition,S,Not included - recommended via standard,19081,13,34955,13
76500,Crystal arthropathy of hand,SNOMED,Condition,S,Not included - recommended via source,19081,13,34955,13
76500,Crystal arthropathy of hand,SNOMED,Condition,S,Not included - descendant,19081,13,34955,13
4083683,Synovitis of knee,SNOMED,Condition,S,Not included - descendant,34893,3,34893,3
4065483,Reactive arthropathy of knee,SNOMED,Condition,S,Not included - descendant,34794,13,34794,13
4097458,Monoarticular joint involvement,SNOMED,Condition,S,Not included - parent,100,1,33117,13
4262578,Sarcoid arthropathy,SNOMED,Condition,S,Not included - descendant,32594,12,33049,12
2107561,"Disease prognosis for rheumatoid arthritis assessed, poor prognosis documented (RA)",CPT4,Observation,S,Not included - recommended via standard,32387,8,32387,8
37116425,Infection of musculoskeletal system caused by Neisseria gonorrhoeae,SNOMED,Condition,S,Not included - parent,595,4,32094,18
2107559,"Rheumatoid arthritis (RA) disease activity, moderate (RA)",CPT4,Observation,S,Not included - recommended via standard,31484,9,31484,9
38001324,Septic arthritis w/o CC/MCC,DRG,Observation,S,Not included - recommended via standard,30135,1,30135,1
36714940,Arthritis of lumbosacral spine,SNOMED,Condition,S,Not included - descendant,23081,2,30026,2
36714940,Arthritis of lumbosacral spine,SNOMED,Condition,S,Not included - recommended via source,23081,2,30026,2
36714940,Arthritis of lumbosacral spine,SNOMED,Condition,S,Not included - recommended via standard,23081,2,30026,2
4077228,H/O: arthritis,SNOMED,Observation,S,Not included - recommended via standard,24324,2,28718,3
4343918,Osteoarthritis of finger joint,SNOMED,Condition,S,Not included - recommended via standard,27322,5,28182,5
4343918,Osteoarthritis of finger joint,SNOMED,Condition,S,Not included - descendant,27322,5,28182,5
4101425,Gouty tophus of hand,SNOMED,Condition,S,Not included - descendant,27578,12,27578,12
40479662,Chondrocalcinosis of hip joint,SNOMED,Condition,S,Not included - descendant,27080,12,27380,12
46270467,Gout of knee due to renal impairment,SNOMED,Condition,S,Not included - descendant,24082,11,26732,11
4035440,Osteoarthritis of acromioclavicular joint,SNOMED,Condition,S,Not included - descendant,26324,3,26424,3
4035440,Osteoarthritis of acromioclavicular joint,SNOMED,Condition,S,Not included - recommended via standard,26324,3,26424,3
4176008,Arthritis of joint of toe,SNOMED,Condition,S,Not included - recommended via standard,9875,2,26279,3
4176008,Arthritis of joint of toe,SNOMED,Condition,S,Not included - descendant,9875,2,26279,3
44784338,Monoarthritis of hand,SNOMED,Condition,S,Not included - recommended via source,26092,12,26092,12
44784338,Monoarthritis of hand,SNOMED,Condition,S,Not included - recommended via standard,26092,12,26092,12
44784338,Monoarthritis of hand,SNOMED,Condition,S,Not included - descendant,26092,12,26092,12
74445,Crystal arthropathy of shoulder region,SNOMED,Condition,S,Not included - recommended via source,16272,13,25643,13
74445,Crystal arthropathy of shoulder region,SNOMED,Condition,S,Not included - recommended via standard,16272,13,25643,13
74445,Crystal arthropathy of shoulder region,SNOMED,Condition,S,Not included - descendant,16272,13,25643,13
38001322,Septic arthritis w MCC,DRG,Observation,S,Not included - recommended via standard,25306,1,25306,1
73287,Crystal arthropathy of ankle AND/OR foot,SNOMED,Condition,S,Not included - recommended via source,25218,13,25218,13
73287,Crystal arthropathy of ankle AND/OR foot,SNOMED,Condition,S,Not included - recommended via standard,25218,13,25218,13
73287,Crystal arthropathy of ankle AND/OR foot,SNOMED,Condition,S,Not included - descendant,25218,13,25218,13
4083681,Juvenile ankylosing spondylitis,SNOMED,Condition,S,Not included - descendant,25191,17,25191,17
2617898,All quality actions for the applicable measures in the rheumatoid arthritis (ra) measures group have been performed for this patient,HCPCS,Observation,S,Not included - recommended via standard,24861,7,24861,7
73568,Palindromic rheumatism of shoulder region,SNOMED,Condition,S,Not included - descendant,23678,13,23678,13
46270465,Gout of hand due to renal impairment,SNOMED,Condition,S,Not included - descendant,18520,11,23479,11
2108721,Patient receiving first-time biologic disease modifying anti-rheumatic drug therapy for rheumatoid arthritis (RA),CPT4,Observation,S,Not included - recommended via standard,23431,8,23431,8
37119224,Arthritis of right elbow,SNOMED,Condition,S,Not included - descendant,310,1,23295,3
2617889,I intend to report the rheumatoid arthritis (ra) measures group,HCPCS,Observation,S,Not included - recommended via standard,22998,7,22998,7
37109275,Lateral epicondylitis of right humerus,SNOMED,Condition,S,Not included - descendant,22607,3,22607,3
4115164,Synovitis/tenosynovitis - elbow,SNOMED,Condition,S,Not included - descendant,21417,12,21417,12
4287383,Chronic crepitant synovitis of wrist,SNOMED,Condition,S,Not included - descendant,21249,12,21249,12
4025957,Degenerative polyarthritis,SNOMED,Condition,S,Not included - recommended via standard,21113,2,21113,2
4025957,Degenerative polyarthritis,SNOMED,Condition,S,Not included - descendant,21113,2,21113,2
73291,Palindromic rheumatism of ankle and/or foot,SNOMED,Condition,S,Not included - descendant,19458,14,19458,14
36713110,Osteoarthritis of right hip joint,SNOMED,Condition,S,Not included - recommended via standard,18924,4,19224,4
36713110,Osteoarthritis of right hip joint,SNOMED,Condition,S,Not included - descendant,18924,4,19224,4
77641,Palindromic rheumatism of hand,SNOMED,Condition,S,Not included - descendant,18337,13,18337,13
4002155,Chronic crepitant synovitis of hand and wrist,SNOMED,Condition,S,Not included - descendant,18314,14,18314,14
46270475,Primary chronic gout without tophus of wrist,SNOMED,Condition,S,Not included - descendant,18073,11,18073,11
3015878,XR Hand - bilateral Arthritis,LOINC,Measurement,S,Not included - recommended via standard,17813,1,17813,1
46270425,Chronic tophaceous gout of multiple sites due to renal impairment,SNOMED,Condition,S,Not included - descendant,17519,12,17519,12
432394,"Chondrocalcinosis due to pyrophosphate crystals, of multiple sites",SNOMED,Condition,S,Not included - descendant,16910,13,16910,13
44784339,Monoarthritis of wrist,SNOMED,Condition,S,Not included - descendant,16857,12,16857,12
44784339,Monoarthritis of wrist,SNOMED,Condition,S,Not included - recommended via standard,16857,12,16857,12
44784339,Monoarthritis of wrist,SNOMED,Condition,S,Not included - recommended via source,16857,12,16857,12
38001323,Septic arthritis w CC,DRG,Observation,S,Not included - recommended via standard,16097,1,16097,1
4114428,Arthropathy associated with dermatological disorder,SNOMED,Condition,S,Not included - descendant,15960,13,15960,13
40479661,Chondrocalcinosis of elbow joint,SNOMED,Condition,S,Not included - descendant,15716,13,15916,13
4065482,Reactive arthropathy of hip,SNOMED,Condition,S,Not included - descendant,15782,13,15782,13
4067054,Reactive arthropathy of shoulder,SNOMED,Condition,S,Not included - descendant,15641,13,15641,13
4179065,Gouty arthritis of toe,SNOMED,Condition,S,Not included - descendant,5832,3,15619,3
4179065,Gouty arthritis of toe,SNOMED,Condition,S,Not included - recommended via standard,5832,3,15619,3
4060067,H/O: osteoarthritis,SNOMED,Observation,S,Not included - recommended via standard,15551,2,15551,2
4205084,Charcot's joint of foot,SNOMED,Condition,S,Not included - descendant,14229,4,15492,4
36713109,Osteoarthritis of left hip joint,SNOMED,Condition,S,Not included - descendant,15031,2,15331,3
36713109,Osteoarthritis of left hip joint,SNOMED,Condition,S,Not included - recommended via standard,15031,2,15331,3
80495,Palindromic rheumatism of pelvic region and thigh,SNOMED,Condition,S,Not included - descendant,15165,13,15165,13
46273638,Primary chronic gout without tophus of elbow,SNOMED,Condition,S,Not included - descendant,13361,12,13361,12
4116144,Arthropathy associated with respiratory disorder,SNOMED,Condition,S,Not included - descendant,13300,13,13300,13
42872530,Patellofemoral osteoarthritis,SNOMED,Condition,S,Not included - recommended via standard,9922,4,13142,4
42872530,Patellofemoral osteoarthritis,SNOMED,Condition,S,Not included - descendant,9922,4,13142,4
46270450,Chronic tophaceous gout caused by drug,SNOMED,Condition,S,Not included - descendant,2848,10,12647,11
4240648,Arthritis of temporomandibular joint,SNOMED,Condition,S,Not included - descendant,11872,3,12472,3
4240648,Arthritis of temporomandibular joint,SNOMED,Condition,S,Not included - recommended via standard,11872,3,12472,3
4044350,Post-bacterial arthropathy,SNOMED,Condition,S,Not included - parent,100,1,12241,12
36717013,Chondromalacia of right patella,SNOMED,Condition,S,Not included - descendant,11606,1,11606,1
46270413,Gout of wrist due to renal impairment,SNOMED,Condition,S,Not included - descendant,10066,11,11572,11
42900058,Toxicodendron pubescens leaf extract,RxNorm,Drug,S,Not included - recommended via source,2615,1,11401,2
4114605,Traumatic arthropathy-ankle,SNOMED,Condition,S,Not included - recommended via standard,11048,2,11048,2
4114605,Traumatic arthropathy-ankle,SNOMED,Condition,S,Not included - descendant,11048,2,11048,2
4122178,Synovitis/tenosynovitis - hip,SNOMED,Condition,S,Not included - descendant,10771,12,10771,12
46270416,Chronic tophaceous gout of ankle due to renal impairment,SNOMED,Condition,S,Not included - descendant,10726,10,10726,10
46235364,Rheumatoid arthritis disease activity score Calculated by VectraDA,LOINC,Measurement,S,Not included - recommended via standard,10451,1,10451,1
73122,Tuberculosis of knee,SNOMED,Condition,S,Not included - descendant,10288,12,10288,12
4281849,Podagra,SNOMED,Condition,S,Not included - descendant,9587,3,9787,3
79107,"Chondrocalcinosis-pyrophosphate crystals, of the hand",SNOMED,Condition,S,Not included - descendant,9761,13,9761,13
909512,menthol 0.08 MG/MG / methyl salicylate 0.3 MG/MG Topical Ointment,RxNorm,Drug,S,Not included - recommended via source,9653,3,9753,4
2108437,Osteoarthritis assessed (OA) Includes assessment of all the following components: Osteoarthritis symptoms and functional status assessed (1006F) Use of anti-inflammatory or over-the-counter (OTC) analgesic medications assessed (1007F) Initial examinati...,CPT4,Procedure,S,Not included - recommended via standard,9320,9,9320,9
4241576,Congenital syphilitic osteochondritis,SNOMED,Condition,S,Not included - descendant,9275,12,9275,12
4051701,FH: Osteoarthritis,SNOMED,Observation,S,Not included - recommended via standard,9132,3,9132,3
4083694,Osteoarthritis of spinal facet joint,SNOMED,Condition,S,Not included - recommended via standard,5500,2,9094,2
4083694,Osteoarthritis of spinal facet joint,SNOMED,Condition,S,Not included - descendant,5500,2,9094,2
36713103,Osteoarthritis of joint of right shoulder region,SNOMED,Condition,S,Not included - recommended via standard,8851,2,8951,2
36713103,Osteoarthritis of joint of right shoulder region,SNOMED,Condition,S,Not included - descendant,8851,2,8951,2
4343919,Osteoarthritis of toe joint,SNOMED,Condition,S,Not included - recommended via standard,6305,3,8891,3
4343919,Osteoarthritis of toe joint,SNOMED,Condition,S,Not included - descendant,6305,3,8891,3
4068237,Pyogenic arthritis of ankle,SNOMED,Condition,S,Not included - recommended via standard,8667,4,8667,4
4068237,Pyogenic arthritis of ankle,SNOMED,Condition,S,Not included - descendant,8667,4,8667,4
2107560,"Rheumatoid arthritis (RA) disease activity, high (RA)",CPT4,Observation,S,Not included - recommended via standard,8556,8,8556,8
46270457,Gout of knee caused by drug,SNOMED,Condition,S,Not included - descendant,7605,12,8525,12
75037,Kashin-Beck disease of the ankle and/or foot,SNOMED,Condition,S,Not included - descendant,8315,12,8315,12
46270464,Gout of elbow due to renal impairment,SNOMED,Condition,S,Not included - descendant,6301,11,8164,12
78672,Tuberculosis of hip,SNOMED,Condition,S,Not included - descendant,8132,13,8132,13
77073,Kashin-Beck disease of the hand,SNOMED,Condition,S,Not included - descendant,7849,12,7849,12
36713099,Osteoarthritis of joint of left shoulder region,SNOMED,Condition,S,Not included - descendant,7657,2,7757,2
36713099,Osteoarthritis of joint of left shoulder region,SNOMED,Condition,S,Not included - recommended via standard,7657,2,7757,2
4166443,FH: Arthritis,SNOMED,Observation,S,Not included - recommended via standard,3882,3,7591,3
4166443,FH: Arthritis,SNOMED,Observation,S,Not included - recommended via source,3882,3,7591,3
72985,Arthropathy of the ankle and/or foot associated with helminthiasis,SNOMED,Condition,S,Not included - descendant,7582,11,7582,11
46235743,Rheumatoid arthritis disease activity score confidence interval by VectraDA,LOINC,Measurement,S,Not included - recommended via standard,7417,1,7417,1
46270455,Gout of hand caused by drug,SNOMED,Condition,S,Not included - descendant,5940,11,7276,12
77953,Crystal arthropathy of hip,SNOMED,Condition,S,Not included - recommended via standard,7020,13,7020,13
77953,Crystal arthropathy of hip,SNOMED,Condition,S,Not included - descendant,7020,13,7020,13
77953,Crystal arthropathy of hip,SNOMED,Condition,S,Not included - recommended via source,7020,13,7020,13
439678,Kashin-Beck disease of the shoulder region,SNOMED,Condition,S,Not included - descendant,6998,11,6998,11
4180469,Sacral arthritis,SNOMED,Condition,S,Not included - recommended via standard,6945,2,6945,2
4180469,Sacral arthritis,SNOMED,Condition,S,Not included - descendant,6945,2,6945,2
72399,Arthropathy in Behcet's syndrome of multiple sites,SNOMED,Condition,S,Not included - recommended via source,6933,13,6933,13
72399,Arthropathy in Behcet's syndrome of multiple sites,SNOMED,Condition,S,Not included - descendant,6933,13,6933,13
72399,Arthropathy in Behcet's syndrome of multiple sites,SNOMED,Condition,S,Not included - recommended via standard,6933,13,6933,13
440170,"Chondrocalcinosis due to dicalcium phosphate crystals, of multiple sites",SNOMED,Condition,S,Not included - descendant,6537,13,6537,13
73554,Kashin-Beck disease of the pelvic region and thigh,SNOMED,Condition,S,Not included - descendant,6491,12,6491,12
45763782,Primary osteoarthritis of ankle,SNOMED,Condition,S,Not included - recommended via standard,6465,2,6465,2
45763782,Primary osteoarthritis of ankle,SNOMED,Condition,S,Not included - descendant,6465,2,6465,2
